,Unnamed: 0,Id,Geography,City,Percentage: Public transportation (excluding taxicab),Percentage: Nonfamily household,Married-couple family household with own children ,Percentage: bachelors degree or higher,Population 25 years and over,Median income,Percentage: Renter-occupied housing units,Renter-occupied housing units; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - 30 percent or more,Median House value (dollars),Dwelling Units: - 3 or 4,Dwelling Units: -5 or more, 3 or more vehicles available,Percentage: Not Hispanic or Latino: - White ,Year,inflation_adj_median_house_value,increase_in_edu_attainment_2015,increase_in_house_value_2015,def_1,increase_in_home_price_distribution_2015,def_2
236,236,53033026700,"Census Tract 267, King County, Washington",Burien,15,31,395.0,33.8,3903.0,65660,30,24.0,334500,81,388,364,0.6,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
237,237,53033026801,"Census Tract 268.01, King County, Washington",Burien,17,45,276.0,17.3,2895.0,36505,60,34.6,227000,83,975,442,0.27,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
238,238,53033026802,"Census Tract 268.02, King County, Washington",Burien,9,29,418.0,15.2,3319.0,41875,50,35.8,253700,224,399,365,0.33,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
239,239,53033027000,"Census Tract 270, King County, Washington",Riverton,7,30,237.0,20.5,2015.0,59417,28,28.4,228100,21,63,435,0.47,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
240,240,53033027100,"Census Tract 271, King County, Washington",Riverton,13,42,199.0,16.3,2378.0,46250,64,38.7,254100,73,449,224,0.43,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
241,241,53033027200,"Census Tract 272, King County, Washington",Tukwila,6,34,133.0,21.9,1457.0,50083,42,19.5,238100,27,124,183,0.33,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
242,242,53033027300,"Census Tract 273, King County, Washington",SeaTac,18,28,514.0,18.9,3699.0,49023,52,34.0,215600,124,576,455,0.3,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
243,243,53033027400,"Census Tract 274, King County, Washington",Burien,5,37,351.0,19.0,3280.0,60536,30,34.4,236200,24,152,615,0.51,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
244,244,53033027500,"Census Tract 275, King County, Washington",Burien,7,40,310.0,18.7,3259.0,56406,42,33.2,229900,54,376,364,0.49,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
245,245,53033027600,"Census Tract 276, King County, Washington",Burien,12,27,323.0,29.9,2839.0,51944,52,57.6,410200,153,769,327,0.4,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
246,246,53033027701,"Census Tract 277.01, King County, Washington",Vashon,21,41,423.0,55.9,3826.0,64007,31,25.4,403400,68,323,658,0.91,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
247,247,53033027702,"Census Tract 277.02, King County, Washington",Burien,19,39,276.0,54.7,3829.0,81757,14,61.2,379500,0,25,549,0.93,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
248,248,53033027800,"Census Tract 278, King County, Washington",Burien,4,30,230.0,50.7,2540.0,89185,10,26.9,409700,0,77,427,0.89,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
249,249,53033027900,"Census Tract 279, King County, Washington",Burien,8,47,514.0,27.3,4446.0,52425,53,8.6,279200,242,1048,423,0.68,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
250,250,53033028000,"Census Tract 280, King County, Washington",Burien,10,35,241.0,10.1,2469.0,44127,85,23.5,204700,10,1321,110,0.36,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
251,251,53033028100,"Census Tract 281, King County, Washington",Seatac,14,41,169.0,13.0,1372.0,45845,66,20.5,240800,33,388,176,0.22,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
252,252,53033028200,"Census Tract 282, King County, Washington",Tukwila,19,50,271.0,17.7,2527.0,41386,68,23.7,234200,108,1145,334,0.25,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
253,253,53033028300,"Census Tract 283, King County, Washington",Tukwila,11,40,342.0,33.7,2868.0,78915,22,27.1,261300,49,340,617,0.48,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
254,254,53033028402,"Census Tract 284.02, King County, Washington",SeaTac,11,35,438.0,15.1,3026.0,39756,56,40.3,235100,18,869,332,0.29,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
255,255,53033028403,"Census Tract 284.03, King County, Washington",SeaTac,19,50,405.0,12.3,3693.0,31356,59,43.0,138500,72,1132,185,0.36,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
256,256,53033028500,"Census Tract 285, King County, Washington",SeaTac,9,40,231.0,20.8,2676.0,47560,49,37.9,260600,14,755,310,0.6,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
257,257,53033028600,"Census Tract 286, King County, Washington",Normandy Park,2,36,563.0,51.9,4686.0,88574,28,21.7,470300,156,518,919,0.77,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
258,258,53033028700,"Census Tract 287, King County, Washington",De Moines,4,31,420.0,25.7,3597.0,73841,13,56.5,264500,7,62,659,0.69,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
259,259,53033028801,"Census Tract 288.01, King County, Washington",SeaTac,8,45,117.0,21.8,2518.0,60948,44,41.8,225200,10,239,252,0.54,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
260,260,53033028802,"Census Tract 288.02, King County, Washington",SeaTac,13,38,405.0,19.7,3586.0,40590,62,48.8,279300,272,982,388,0.28,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
261,261,53033028901,"Census Tract 289.01, King County, Washington",Des Moines,11,44,223.0,25.3,2286.0,67500,46,24.0,285200,57,696,370,0.69,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
262,262,53033028902,"Census Tract 289.02, King County, Washington",Des Moines,12,39,405.0,11.8,3875.0,41000,67,22.3,194000,399,1335,474,0.36,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
263,263,53033029001,"Census Tract 290.01, King County, Washington",Des Moines,7,40,246.0,30.0,3738.0,58641,28,42.7,250300,43,611,481,0.69,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
264,264,53033029003,"Census Tract 290.03, King County, Washington",Des Moines,9,29,438.0,16.1,3914.0,55747,63,31.3,245500,248,776,524,0.42,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
265,265,53033029004,"Census Tract 290.04, King County, Washington",Kent,16,38,305.0,9.7,2400.0,31783,67,25.4,153000,117,637,146,0.28,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
266,266,53033029101,"Census Tract 291.01, King County, Washington",kent,7,43,254.0,45.2,2059.0,74228,26,40.9,258700,50,326,236,0.46,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
267,267,53033029102,"Census Tract 291.02, King County, Washington",Kent,3,33,279.0,18.4,2615.0,65174,31,44.1,232300,84,158,344,0.47,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
268,268,53033029203,"Census Tract 292.03, King County, Washington",Kent,8,48,198.0,11.3,1691.0,33704,82,27.8,214500,92,702,97,0.41,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
269,269,53033029204,"Census Tract 292.04, King County, Washington",Kent,7,27,561.0,27.7,3905.0,59591,55,50.6,311900,112,1174,548,0.47,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
270,270,53033029205,"Census Tract 292.05, King County, Washington",Kent,8,44,247.0,25.3,3372.0,61304,46,25.5,183900,195,1091,299,0.45,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
271,271,53033029206,"Census Tract 292.06, King County, Washington",Kent,11,52,333.0,17.6,2482.0,29623,82,29.5,251600,54,1473,163,0.28,2015,,,,EligibleForGentrification,,CurrentlyGentrifying
272,272,53033029303,"Census Tract 293.03, King County, Washington",Renton,5,41,460.0,35.1,4969.0,67727,41,30.3,326100,300,689,498,0.44,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
273,273,53033029304,"Census Tract 293.04, King County, Washington",Renton,6,28,414.0,34.5,2926.0,92829,25,17.6,295900,21,341,599,0.59,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
274,274,53033029305,"Census Tract 293.05, King County, Washington",Renton,4,24,241.0,26.2,2385.0,76755,29,6.0,272900,228,41,312,0.56,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
275,275,53033029306,"Census Tract 293.06, King County, Washington",Renton,6,35,219.0,28.9,2041.0,71029,28,41.9,281600,13,189,402,0.5,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
276,276,53033029307,"Census Tract 293.07, King County, Washington",Renton,1,15,398.0,37.6,2435.0,94375,16,31.7,261200,0,8,596,0.6,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
277,277,53033029403,"Census Tract 294.03, King County, Washington",East Hill Meridian,9,24,475.0,24.3,3395.0,70114,30,50.6,263800,93,458,572,0.36,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
278,278,53033029405,"Census Tract 294.05, King County, Washington",East Hill Meridian,5,12,441.0,29.1,3666.0,83750,16,52.0,284100,0,0,720,0.52,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
279,279,53033029406,"Census Tract 294.06, King County, Washington",East Hill Meridian,7,13,468.0,36.0,2849.0,89792,23,51.9,220800,12,79,483,0.43,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
280,280,53033029407,"Census Tract 294.07, King County, Washington",East Hill Meridian,10,30,369.0,20.2,2902.0,46627,53,28.2,182800,197,678,282,0.47,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
281,281,53033029408,"Census Tract 294.08, King County, Washington",East Hill Meridian,5,39,333.0,12.7,2805.0,41651,57,45.5,269900,112,650,251,0.41,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
282,282,53033029502,"Census Tract 295.02, King County, Washington",Kent,3,18,710.0,28.2,3744.0,76295,23,43.9,221200,23,58,641,0.56,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
283,283,53033029503,"Census Tract 295.03, King County, Washington",Kent,12,39,674.0,15.5,4500.0,33092,78,35.8,219700,154,2373,292,0.36,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
284,284,53033029504,"Census Tract 295.04, King County, Washington",Kent,5,26,501.0,15.4,2928.0,45329,70,35.6,237500,195,1176,445,0.49,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
285,285,53033029601,"Census Tract 296.01, King County, Washington",Kent,7,19,646.0,17.5,4110.0,72635,31,26.2,326100,114,407,634,0.45,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
286,286,53033029602,"Census Tract 296.02, King County, Washington",Muckleshoot Res,4,16,593.0,38.7,3267.0,96964,12,38.3,221400,0,0,740,0.69,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
287,287,53033029700,"Census Tract 297, King County, Washington",Kent,4,43,550.0,18.1,4703.0,40513,55,41.7,245600,184,1121,349,0.57,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
288,288,53033029801,"Census Tract 298.01, King County, Washington",Kent,6,37,567.0,29.3,4612.0,62788,54,25.8,256400,196,1392,755,0.49,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
289,289,53033029802,"Census Tract 298.02, King County, Washington",Lakeland North,11,33,587.0,24.9,5832.0,74350,22,42.2,260500,52,269,937,0.62,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
290,290,53033029901,"Census Tract 299.01, King County, Washington",lakeland North,9,22,487.0,24.1,2886.0,68609,25,40.4,287300,80,31,481,0.68,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
291,291,53033029902,"Census Tract 299.02, King County, Washington",Muckleshoot Res,4,19,393.0,27.5,2973.0,84816,11,25.4,277000,0,0,604,0.68,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
292,292,53033030003,"Census Tract 300.03, King County, Washington",Des Moines,3,34,388.0,27.6,4109.0,61250,38,27.0,214200,85,624,548,0.45,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
293,293,53033030004,"Census Tract 300.04, King County, Washington",Puyallup Res,10,40,552.0,15.5,4255.0,42439,67,28.9,186300,243,2046,566,0.34,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
294,294,53033030005,"Census Tract 300.05, King County, Washington",Puyallup Res,5,31,371.0,12.8,3235.0,48942,36,33.9,251000,117,284,448,0.41,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
295,295,53033030006,"Census Tract 300.06, King County, Washington",Puyallup Res,14,55,243.0,15.5,2554.0,27635,85,25.8,381200,122,1358,130,0.31,2015,,,,NotEligibleForGentrification,,CurrentlyGentrifying
296,296,53033030100,"Census Tract 301, King County, Washington",Puyallup Res,8,21,602.0,41.7,4968.0,81458,19,36.4,211500,329,61,891,0.71,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
297,297,53033030201,"Census Tract 302.01, King County, Washington",Puyallup Res,9,37,398.0,24.0,3476.0,51837,36,44.1,202600,298,376,517,0.51,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
298,298,53033030202,"Census Tract 302.02, King County, Washington",Puyallup Res,11,32,421.0,19.8,3837.0,50226,43,23.3,302300,133,700,533,0.49,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
299,299,53033030304,"Census Tract 303.04, King County, Washington",Puyallup Res,7,11,334.0,32.1,2048.0,86198,18,28.6,270900,0,63,405,0.63,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
300,300,53033030305,"Census Tract 303.05, King County, Washington",Puyallup Res,10,30,366.0,30.4,3356.0,71311,21,50.1,268500,250,257,416,0.57,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
301,301,53033030306,"Census Tract 303.06, King County, Washington",Puyallup Res,5,19,368.0,29.4,3988.0,94677,17,29.1,278400,55,163,689,0.58,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
302,302,53033030308,"Census Tract 303.08, King County, Washington",Puyallup Res,9,21,612.0,25.8,3881.0,57565,52,41.3,274600,415,665,512,0.46,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
303,303,53033030309,"Census Tract 303.09, King County, Washington",Puyallup Res,4,35,515.0,24.3,3471.0,61973,65,28.4,288900,1210,853,451,0.5,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
304,304,53033030310,"Census Tract 303.10, King County, Washington",Federal Way,3,31,487.0,29.3,3732.0,62237,46,36.0,216500,37,684,541,0.5,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
305,305,53033030311,"Census Tract 303.11, King County, Washington",Puyallup Res,6,21,465.0,21.7,3313.0,71659,27,40.6,238200,53,228,534,0.4,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
306,306,53033030312,"Census Tract 303.12, King County, Washington",Federal Way,11,34,378.0,20.2,2867.0,54413,47,43.1,60700,189,459,310,0.57,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
307,307,53033030313,"Census Tract 303.13, King County, Washington",Puyallup Res,9,44,88.0,19.3,2431.0,40208,64,27.6,157800,135,797,179,0.46,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
308,308,53033030314,"Census Tract 303.14, King County, Washington",Puyallup Res,8,45,168.0,20.4,2895.0,44918,60,22.7,262100,305,1006,289,0.48,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
309,309,53033030401,"Census Tract 304.01, King County, Washington",Lakeland Sputh,4,24,844.0,23.5,4905.0,73497,28,40.8,234700,136,443,1200,0.58,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
310,310,53033030403,"Census Tract 304.03, King County, Washington",Puyallup Res,7,26,407.0,33.8,3004.0,73917,8,37.4,273800,10,0,483,0.62,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
311,311,53033030404,"Census Tract 304.04, King County, Washington",Lakeland Sputh,2,20,348.0,26.3,2619.0,68616,11,49.8,215500,0,5,586,0.84,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
312,312,53033030501,"Census Tract 305.01, King County, Washington",Muckleshoot Res,11,63,42.0,13.9,1420.0,22775,84,19.9,176800,104,577,78,0.67,2015,,,,EligibleForGentrification,,CurrentlyGentrifying
313,313,53033030503,"Census Tract 305.03, King County, Washington",Muckleshoot Res,10,34,519.0,18.0,2336.0,42900,56,42.4,146100,367,780,189,0.48,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
314,314,53033030504,"Census Tract 305.04, King County, Washington",Muckleshoot Res,6,47,203.0,15.3,2772.0,50396,50,18.7,186500,365,486,192,0.64,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
315,315,53033030600,"Census Tract 306, King County, Washington",Muckleshoot Res,7,36,427.0,12.5,3666.0,53188,50,24.9,188000,158,410,386,0.66,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
316,316,53033030700,"Census Tract 307, King County, Washington",Muckleshoot Res,2,33,302.0,10.5,2523.0,41492,51,37.8,22200,123,217,287,0.67,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
317,317,53033030801,"Census Tract 308.01, King County, Washington",Muckleshoot Res,9,29,462.0,5.8,4063.0,34351,41,19.5,185400,492,348,439,0.39,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
318,318,53033030802,"Census Tract 308.02, King County, Washington",Muckleshoot Res,8,23,293.0,9.4,2377.0,52317,47,20.0,187100,80,409,358,0.56,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
319,319,53033030901,"Census Tract 309.01, King County, Washington",Algona,6,20,283.0,8.5,1954.0,60893,20,55.0,195800,33,55,440,0.64,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
320,320,53033030902,"Census Tract 309.02, King County, Washington",Pacific,7,32,489.0,13.4,3177.0,54315,49,19.9,300100,180,466,395,0.51,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
321,321,53033031000,"Census Tract 310, King County, Washington",Auburn,7,23,350.0,44.8,2243.0,104500,15,39.9,192200,7,141,447,0.82,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
322,322,53033031100,"Census Tract 311, King County, Washington",Muckleshoot Res,8,42,313.0,15.3,4559.0,51058,46,36.6,395000,237,621,448,0.62,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
323,323,53033031202,"Census Tract 312.02, King County, Washington",Muckleshoot Res,1,28,426.0,25.8,4071.0,76932,29,10.8,358000,0,16,955,0.73,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
324,324,53033031204,"Census Tract 312.04, King County, Washington",Lake Holm,4,23,519.0,31.6,4482.0,89375,9,43.4,278800,16,0,1042,0.88,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
325,325,53033031205,"Census Tract 312.05, King County, Washington",Muckleshoot Res,11,19,403.0,27.1,3453.0,71083,31,32.2,216900,41,502,627,0.65,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
326,326,53033031206,"Census Tract 312.06, King County, Washington",Muckleshoot Res,4,39,358.0,24.8,2531.0,65809,41,37.1,364700,44,544,443,0.56,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
327,327,53033031301,"Census Tract 313.01, King County, Washington",Muckleshoot Res,1,21,216.0,21.0,1685.0,74632,22,33.6,247400,21,10,377,0.79,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
328,328,53033031302,"Census Tract 313.02, King County, Washington",Enumclaw,2,37,337.0,21.9,3213.0,48385,29,29.0,229300,188,99,410,0.86,2015,,,,EligibleForGentrification,,NotCurrentlyGentrifying
329,329,53033031400,"Census Tract 314, King County, Washington",Enumclaw,1,43,310.0,14.4,4100.0,55398,44,39.5,354400,99,470,420,0.77,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
330,330,53033031501,"Census Tract 315.01, King County, Washington",Ravensdale,0,25,381.0,18.6,2587.0,83667,22,6.1,321200,11,0,868,0.87,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
331,331,53033031502,"Census Tract 315.02, King County, Washington",Ravensdale,1,35,314.0,23.9,2662.0,74306,20,7.3,343900,83,159,613,0.89,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
332,332,53033031601,"Census Tract 316.01, King County, Washington",Lake Morton Berrydale,3,21,494.0,36.3,3129.0,99730,7,43.4,312100,0,8,846,0.85,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
333,333,53033031603,"Census Tract 316.03, King County, Washington",Black Diamond,1,24,727.0,32.5,3435.0,82067,17,26.3,300300,11,13,502,0.81,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
334,334,53033031604,"Census Tract 316.04, King County, Washington",Maple Valley,4,16,727.0,40.9,2662.0,102202,14,20.6,400000,0,33,616,0.79,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
335,335,53033031605,"Census Tract 316.05, King County, Washington",Black Diamond,2,24,292.0,25.8,2149.0,91071,10,14.6,286400,10,12,584,0.79,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
336,336,53033031703,"Census Tract 317.03, King County, Washington",Kent,4,27,492.0,31.6,3890.0,84408,14,55.1,272700,17,171,730,0.67,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
337,337,53033031704,"Census Tract 317.04, King County, Washington",Kent,7,24,502.0,23.9,2953.0,82277,29,32.2,303200,47,251,574,0.62,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
338,338,53033031705,"Census Tract 317.05, King County, Washington",Covington,3,12,365.0,30.4,2250.0,107311,17,52.9,302000,0,0,532,0.68,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
339,339,53033031706,"Census Tract 317.06, King County, Washington",Covington,5,31,650.0,27.3,3683.0,74239,34,40.0,333900,17,468,602,0.66,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
340,340,53033031800,"Census Tract 318, King County, Washington",East Hill Meridian,2,21,338.0,36.7,3127.0,106875,10,13.8,330600,9,0,793,0.76,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
